"account.length","area.code","international.plan","voice.mail.plan","number.vmail.messages","total.day.minutes","total.day.calls","total.eve.minutes","total.eve.calls","total.night.minutes","total.night.calls","total.intl.minutes","total.intl.calls","number.customer.service.calls","Status","avg.minute.day","avg.minute.eve","avg.minute.night","avg.minute.intl"
33,415,"yes","no",0,247.1,114,146.5,110,208.9,94,10.6,2,4,"True",2.16754385964912,1.33181818181818,2.22234042553192,5.3
131,415,"no","no",0,131.6,95,179.3,109,251.2,129,15.5,3,1,"True",1.38526315789474,1.64495412844037,1.94728682170543,5.16666666666667
64,415,"no","yes",18,211.4,111,150.8,67,216.5,87,10.5,2,2,"False",1.9045045045045,2.25074626865672,2.48850574712644,5.25
90,415,"no","no",0,192.6,129,191.6,100,203.1,105,11.4,2,3,"False",1.49302325581395,1.916,1.93428571428571,5.7
164,408,"no","yes",25,219.1,88,151.5,99,50.1,60,14.3,6,1,"False",2.48977272727273,1.53030303030303,0.835,2.38333333333333
24,415,"no","no",0,235.6,132,115.9,129,185.4,136,16.2,2,0,"False",1.78484848484848,0.898449612403101,1.36323529411765,8.1
129,415,"no","yes",33,119.6,104,278.7,88,263.4,175,5.9,2,2,"False",1.15,3.16704545454545,1.50514285714286,2.95
97,415,"no","yes",24,176.1,109,159.4,81,269.1,94,12.1,9,0,"False",1.61559633027523,1.9679012345679,2.86276595744681,1.34444444444444
149,415,"no","yes",20,198.9,77,274,88,190.7,76,14.3,9,1,"False",2.58311688311688,3.11363636363636,2.50921052631579,1.58888888888889
109,408,"no","no",0,123,111,237.2,103,258.8,91,9.3,12,1,"False",1.10810810810811,2.30291262135922,2.84395604395604,0.775
92,408,"no","no",0,249.4,118,211.5,95,169,116,9.1,3,0,"False",2.1135593220339,2.22631578947368,1.45689655172414,3.03333333333333
197,415,"no","no",0,233.9,96,218.9,111,182.9,109,9.5,3,0,"False",2.43645833333333,1.97207207207207,1.67798165137615,3.16666666666667
103,408,"no","yes",29,294.7,95,237.3,105,300.3,127,13.7,6,1,"False",3.10210526315789,2.26,2.36456692913386,2.28333333333333
41,415,"no","no",0,209.9,105,121.9,105,253.7,104,9.6,4,1,"False",1.99904761904762,1.16095238095238,2.43942307692308,2.4
152,408,"no","no",0,216.7,70,152.7,102,181.2,99,11.6,6,1,"False",3.09571428571429,1.49705882352941,1.83030303030303,1.93333333333333
209,415,"no","no",0,153.7,105,188.6,87,200.8,95,10.7,2,0,"False",1.46380952380952,2.16781609195402,2.11368421052632,5.35
133,408,"no","no",0,240.8,72,202.7,62,212.9,76,7.7,5,1,"False",3.34444444444444,3.26935483870968,2.80131578947368,1.54
101,415,"no","yes",33,200.1,108,188.9,122,205.1,90,15.5,4,0,"False",1.85277777777778,1.5483606557377,2.27888888888889,3.875
153,510,"no","no",0,122.5,145,273.3,103,197.8,71,8,3,2,"False",0.844827586206897,2.65339805825243,2.78591549295775,2.66666666666667
130,408,"no","no",0,271.8,129,237.2,128,210.1,91,8.7,2,4,"True",2.10697674418605,1.853125,2.30879120879121,4.35
68,510,"no","yes",30,122.9,93,233.5,91,199.5,144,9.6,2,2,"False",1.32150537634409,2.56593406593407,1.38541666666667,4.8
90,415,"no","yes",29,185.6,106,219.7,113,152.1,120,11.1,5,2,"False",1.75094339622642,1.94424778761062,1.2675,2.22
210,408,"no","no",0,104.6,121,149.5,71,255.1,67,6.5,8,2,"False",0.864462809917355,2.1056338028169,3.80746268656716,0.8125
155,408,"no","no",0,262.4,55,194.6,113,146.5,85,8.3,6,2,"False",4.77090909090909,1.72212389380531,1.72352941176471,1.38333333333333
110,408,"no","no",0,162,81,247.5,89,155.5,99,8.9,8,0,"False",2,2.78089887640449,1.57070707070707,1.1125
122,415,"no","yes",21,196,104,194.7,73,150.8,92,9.6,4,0,"False",1.88461538461538,2.66712328767123,1.63913043478261,2.4
117,415,"no","no",0,233.4,71,296.4,76,276.9,103,10.3,1,0,"True",3.28732394366197,3.9,2.68834951456311,10.3
111,415,"no","no",0,304.6,56,157.6,101,188.2,116,12.4,1,1,"True",5.43928571428571,1.56039603960396,1.62241379310345,12.4
163,510,"no","yes",23,160,104,189.4,64,229.9,118,10.4,7,1,"False",1.53846153846154,2.959375,1.94830508474576,1.48571428571429
75,510,"no","yes",37,121.5,97,271.4,110,248.7,97,11.3,5,2,"False",1.25257731958763,2.46727272727273,2.5639175257732,2.26
85,415,"no","no",0,234.5,113,237.3,116,122.7,110,12.9,3,4,"False",2.07522123893805,2.04568965517241,1.11545454545455,4.3
60,510,"no","no",0,221.1,106,178.6,48,202.7,90,7.4,3,1,"False",2.08584905660377,3.72083333333333,2.25222222222222,2.46666666666667
85,415,"no","no",0,195.7,104,182.9,121,324.7,110,8.6,9,0,"False",1.88173076923077,1.51157024793388,2.95181818181818,0.955555555555555
87,510,"yes","no",0,167.3,119,198.5,119,133.1,88,11,6,1,"False",1.40588235294118,1.66806722689076,1.5125,1.83333333333333
155,408,"no","yes",30,61.6,103,255.1,110,225.9,96,12.4,5,1,"False",0.598058252427184,2.31909090909091,2.353125,2.48
162,510,"no","yes",33,184.5,139,183.2,78,127.4,106,12.3,6,0,"False",1.3273381294964,2.34871794871795,1.20188679245283,2.05
124,415,"no","no",0,158.6,104,211.2,77,179.3,104,10.2,8,3,"False",1.525,2.74285714285714,1.72403846153846,1.275
147,415,"no","no",0,124.4,74,320.9,78,157.2,126,10.4,4,2,"False",1.68108108108108,4.11410256410256,1.24761904761905,2.6
109,408,"no","no",0,162.6,138,154,109,209.7,118,11.5,4,0,"False",1.17826086956522,1.41284403669725,1.7771186440678,2.875
141,510,"no","no",0,138.2,94,176.4,84,182.9,110,11.1,6,3,"False",1.47021276595745,2.1,1.66272727272727,1.85
129,510,"yes","no",0,192.9,131,185.5,101,205.2,130,10.9,4,1,"False",1.47251908396947,1.83663366336634,1.57846153846154,2.725
137,415,"no","no",0,84.3,98,259.5,115,197.5,115,10.3,2,2,"False",0.860204081632653,2.25652173913043,1.71739130434783,5.15
108,415,"yes","yes",42,130.1,90,167,128,244.7,80,13.6,5,3,"True",1.44555555555556,1.3046875,3.05875,2.72
120,415,"no","no",0,253.2,95,210.8,86,253.9,81,9.5,4,5,"True",2.66526315789474,2.45116279069767,3.13456790123457,2.375
87,408,"no","yes",30,262.8,114,215.8,130,154.8,88,7.8,2,0,"False",2.30526315789474,1.66,1.75909090909091,3.9
86,415,"no","no",0,194.2,98,193.8,95,192,123,9.3,7,3,"False",1.98163265306122,2.04,1.5609756097561,1.32857142857143
75,408,"no","no",0,203.3,70,228.9,97,222.2,118,14.3,3,1,"False",2.90428571428571,2.35979381443299,1.88305084745763,4.76666666666667
137,415,"no","no",0,243.4,114,121.2,110,162.6,104,12.2,5,0,"False",2.13508771929825,1.10181818181818,1.56346153846154,2.44
84,415,"no","yes",33,159.1,106,149.8,101,213.4,108,13,18,1,"False",1.50094339622642,1.48316831683168,1.97592592592593,0.722222222222222
108,415,"no","no",0,193.3,126,154.7,85,174.8,98,9.4,6,3,"False",1.53412698412698,1.82,1.78367346938776,1.56666666666667
87,415,"no","no",0,228.7,90,163,99,154.1,90,11.8,3,1,"False",2.54111111111111,1.64646464646465,1.71222222222222,3.93333333333333
100,415,"no","yes",39,204.9,74,210.2,80,168.8,89,11.2,4,2,"False",2.76891891891892,2.6275,1.89662921348315,2.8
40,510,"no","no",0,115.7,105,127.8,113,107.5,91,9.3,6,1,"False",1.10190476190476,1.13097345132743,1.18131868131868,1.55
119,408,"no","yes",26,132,100,173.3,121,203.5,108,11.6,5,1,"False",1.32,1.43223140495868,1.88425925925926,2.32
112,510,"no","no",0,242.1,69,235.2,150,237.7,106,10,5,3,"True",3.50869565217391,1.568,2.24245283018868,2
122,408,"no","yes",27,253.7,84,229.2,109,190.5,123,9.2,5,7,"False",3.0202380952381,2.10275229357798,1.54878048780488,1.84
92,415,"no","no",0,201.9,74,226.8,119,217.5,80,13.7,6,3,"False",2.72837837837838,1.90588235294118,2.71875,2.28333333333333
94,415,"no","no",0,212.1,98,189.4,89,352.2,95,8.4,5,3,"False",2.16428571428571,2.12808988764045,3.70736842105263,1.68
25,415,"no","no",0,250.1,108,221.9,97,208.5,84,11.1,3,2,"False",2.31574074074074,2.28762886597938,2.48214285714286,3.7
106,408,"no","no",0,165.1,120,290.2,79,250.3,140,8.1,2,0,"False",1.37583333333333,3.67341772151899,1.78785714285714,4.05
60,415,"no","yes",31,223.6,83,235.6,77,153,119,4.7,8,4,"False",2.69397590361446,3.05974025974026,1.28571428571429,0.5875
119,415,"no","yes",29,117.8,66,256.8,114,147.6,76,7.6,3,3,"False",1.78484848484848,2.25263157894737,1.94210526315789,2.53333333333333
162,408,"no","no",0,177.1,131,114.7,122,153.6,88,6.5,6,3,"False",1.35190839694656,0.94016393442623,1.74545454545455,1.08333333333333
81,415,"no","no",0,129.9,121,230.1,105,140.5,123,13.3,3,0,"False",1.07355371900826,2.19142857142857,1.14227642276423,4.43333333333333
35,415,"no","no",0,105.6,129,258.2,129,213.1,77,8.7,3,0,"False",0.818604651162791,2.0015503875969,2.76753246753247,2.9
76,408,"no","no",0,193,82,200.8,109,135.9,79,14.4,3,0,"False",2.35365853658537,1.84220183486239,1.72025316455696,4.8
127,510,"no","no",0,220.2,108,188.4,124,172.7,113,11.7,3,2,"False",2.03888888888889,1.51935483870968,1.5283185840708,3.9
35,408,"no","no",0,149.3,113,242.2,122,174.3,104,8.9,6,2,"False",1.3212389380531,1.98524590163934,1.67596153846154,1.48333333333333
70,510,"no","yes",30,143.4,72,170,92,127.9,68,9.4,4,3,"False",1.99166666666667,1.84782608695652,1.88088235294118,2.35
94,415,"no","no",0,195.1,105,272.4,100,142.7,102,11.5,16,1,"False",1.85809523809524,2.724,1.39901960784314,0.71875
19,415,"no","yes",29,142.7,94,129.9,60,165.3,65,10,4,0,"False",1.51808510638298,2.165,2.54307692307692,2.5
102,510,"no","no",0,174.5,79,236.8,136,270.4,110,8.5,5,0,"False",2.20886075949367,1.74117647058824,2.45818181818182,1.7
67,415,"no","yes",30,129.6,107,233,104,297,93,14.5,5,1,"False",1.21121495327103,2.24038461538462,3.19354838709677,2.9
90,408,"no","yes",29,150.1,109,264.7,103,178.4,97,5.8,4,1,"False",1.37706422018349,2.56990291262136,1.83917525773196,1.45
116,415,"no","no",0,199.7,76,98.5,104,220.1,108,13.7,6,1,"False",2.62763157894737,0.947115384615385,2.03796296296296,2.28333333333333
96,415,"no","yes",27,261.3,96,220.9,101,179.4,97,11.3,2,1,"False",2.721875,2.18712871287129,1.84948453608247,5.65
183,415,"no","yes",8,86.5,119,285.2,97,180.4,133,8.7,2,2,"False",0.726890756302521,2.94020618556701,1.35639097744361,4.35
174,408,"no","no",0,178,49,141.5,83,265.1,114,6.2,5,3,"False",3.63265306122449,1.70481927710843,2.32543859649123,1.24
77,510,"no","no",0,136.5,95,182.6,102,233.6,93,9.9,10,1,"False",1.43684210526316,1.79019607843137,2.51182795698925,0.99
103,415,"no","yes",18,149.9,84,170.9,84,171.5,112,11.5,7,0,"True",1.78452380952381,2.03452380952381,1.53125,1.64285714285714
146,408,"no","no",0,109,69,265.8,98,228.3,80,12.6,2,1,"False",1.57971014492754,2.71224489795918,2.85375,6.3
135,415,"no","no",0,201.8,81,225,114,204.4,82,10.3,6,1,"False",2.49135802469136,1.97368421052632,2.49268292682927,1.71666666666667
99,408,"no","no",0,155.6,90,240.1,117,230.8,88,10.8,4,3,"False",1.72888888888889,2.05213675213675,2.62272727272727,2.7
80,510,"yes","no",0,275.4,89,186.7,66,201.3,87,9.4,2,0,"True",3.09438202247191,2.82878787878788,2.31379310344828,4.7
84,415,"no","no",0,280,113,202.2,90,156.8,103,10.4,4,0,"True",2.47787610619469,2.24666666666667,1.52233009708738,2.6
179,415,"no","no",0,170.7,54,191.1,108,214.6,107,13.3,4,1,"False",3.16111111111111,1.76944444444444,2.00560747663551,3.325
121,415,"no","yes",21,126.3,84,209.6,102,192.5,129,10.6,2,1,"False",1.50357142857143,2.05490196078431,1.4922480620155,5.3
98,408,"no","no",0,207,94,256.3,64,137.6,60,10.4,4,2,"False",2.20212765957447,4.0046875,2.29333333333333,2.6
143,415,"no","no",0,172.3,97,174,108,188.2,119,13,4,2,"False",1.77628865979381,1.61111111111111,1.58151260504202,3.25
69,510,"no","no",0,170.7,98,111.6,109,171.5,107,4.8,7,3,"False",1.74183673469388,1.02385321100917,1.60280373831776,0.685714285714286
71,510,"no","yes",22,141.4,107,163,105,220,99,5.6,3,2,"False",1.3214953271028,1.55238095238095,2.22222222222222,1.86666666666667
61,510,"no","no",0,7.2,97,221.8,78,174.5,94,12,4,1,"False",0.0742268041237113,2.84358974358974,1.8563829787234,3
101,510,"no","no",0,0,0,192.1,119,168.8,95,7.2,4,1,"False",NA,1.61428571428571,1.77684210526316,1.8
148,415,"no","no",0,202,102,243.2,128,261.3,90,10.9,3,1,"False",1.98039215686275,1.9,2.90333333333333,3.63333333333333
109,510,"no","yes",35,230.5,116,265.8,130,269.7,69,10.6,6,5,"False",1.98706896551724,2.04461538461538,3.90869565217391,1.76666666666667
121,510,"no","yes",28,110,94,141.5,76,237.3,87,6.4,3,2,"False",1.17021276595745,1.86184210526316,2.72758620689655,2.13333333333333
52,415,"no","no",0,257.9,80,220.7,82,225.4,70,16.8,3,2,"True",3.22375,2.69146341463415,3.22,5.6
63,415,"no","no",0,58.9,125,169.6,59,211.4,88,9.4,3,1,"False",0.4712,2.87457627118644,2.40227272727273,3.13333333333333
57,415,"no","no",0,190.1,114,274.5,96,132.5,122,9.2,5,3,"False",1.66754385964912,2.859375,1.08606557377049,1.84
102,510,"no","no",0,145.8,59,223.1,109,219.2,104,9.8,3,0,"False",2.47118644067797,2.04678899082569,2.10769230769231,3.26666666666667
77,415,"no","no",0,184.7,130,194,105,249.1,91,9,4,1,"False",1.42076923076923,1.84761904761905,2.73736263736264,2.25
75,415,"no","no",0,305.1,106,188,115,235.4,116,8.5,5,0,"True",2.87830188679245,1.63478260869565,2.02931034482759,1.7
93,415,"no","no",0,266,120,130.1,84,165.8,63,13.1,6,3,"False",2.21666666666667,1.54880952380952,2.63174603174603,2.18333333333333
88,408,"no","no",0,166.4,97,186.7,118,251.6,89,14.5,4,0,"False",1.71546391752577,1.58220338983051,2.82696629213483,3.625
62,415,"no","no",0,147.1,91,190.4,107,195.2,115,12.2,3,0,"False",1.61648351648352,1.77943925233645,1.69739130434783,4.06666666666667
73,408,"no","no",0,187.8,95,149.2,143,201.4,113,11,4,2,"False",1.97684210526316,1.04335664335664,1.78230088495575,2.75
106,408,"no","no",0,178.4,143,247,123,259.9,105,9.6,2,0,"False",1.24755244755245,2.00813008130081,2.4752380952381,4.8
52,408,"no","no",0,288.2,108,129.6,136,229.6,73,9.6,5,4,"False",2.66851851851852,0.952941176470588,3.14520547945205,1.92
130,415,"no","no",0,212.8,102,189.8,137,170.1,105,10.6,4,0,"True",2.08627450980392,1.38540145985401,1.62,2.65
120,415,"no","no",0,178.4,97,168.3,113,120.5,93,9.3,9,1,"False",1.83917525773196,1.48938053097345,1.29569892473118,1.03333333333333
36,415,"yes","no",0,245,119,195.5,91,165.7,87,7.8,7,1,"False",2.05882352941176,2.14835164835165,1.90459770114943,1.11428571428571
133,510,"yes","no",0,127.3,108,251.3,81,135,88,10.3,3,1,"False",1.1787037037037,3.10246913580247,1.53409090909091,3.43333333333333
132,510,"no","no",0,126.8,83,243.2,97,223.4,106,7.1,5,3,"False",1.52771084337349,2.50721649484536,2.10754716981132,1.42
48,510,"no","no",0,128.2,71,48.1,78,116.3,80,8.9,3,0,"False",1.8056338028169,0.616666666666667,1.45375,2.96666666666667
92,510,"no","yes",25,79.8,99,313.6,120,135.5,104,9.3,8,2,"False",0.806060606060606,2.61333333333333,1.30288461538462,1.1625
195,415,"no","no",0,221.6,109,126.2,94,212.2,98,6.4,2,0,"False",2.03302752293578,1.34255319148936,2.16530612244898,3.2
39,415,"no","yes",36,141.7,121,232.3,113,222.1,131,12,5,1,"False",1.17107438016529,2.05575221238938,1.69541984732824,2.4
103,510,"no","yes",29,211.6,111,237.9,84,209.4,93,14,7,2,"False",1.90630630630631,2.83214285714286,2.25161290322581,2
81,415,"no","yes",17,268.1,94,156.1,124,160.4,90,13.6,5,2,"False",2.85212765957447,1.25887096774194,1.78222222222222,2.72
99,415,"no","no",0,200,66,107.9,104,233.7,82,11.4,2,3,"False",3.03030303030303,1.0375,2.85,5.7
118,415,"no","no",0,133.4,113,121,92,254.7,129,5.9,4,1,"False",1.18053097345133,1.31521739130435,1.97441860465116,1.475
118,415,"no","no",0,267.8,145,316.4,121,208.6,91,14.4,11,5,"True",1.84689655172414,2.61487603305785,2.29230769230769,1.30909090909091
174,415,"no","no",0,190.3,98,252.7,70,220.6,97,7.2,9,2,"False",1.94183673469388,3.61,2.27422680412371,0.8
91,510,"no","no",0,197.3,120,202.4,89,290.5,128,15.3,7,1,"False",1.64416666666667,2.27415730337079,2.26953125,2.18571428571429
118,408,"no","no",0,224.6,94,225.9,120,269,105,12.5,8,2,"False",2.38936170212766,1.8825,2.56190476190476,1.5625
116,415,"no","yes",24,232.9,90,152.1,94,344.3,82,10.7,6,1,"False",2.58777777777778,1.61808510638298,4.19878048780488,1.78333333333333
95,408,"no","no",0,128.6,115,216.2,88,255.3,96,6.3,2,6,"True",1.11826086956522,2.45681818181818,2.659375,3.15
102,408,"no","no",0,273.2,85,211.1,82,203.7,129,13.1,7,2,"True",3.21411764705882,2.57439024390244,1.57906976744186,1.87142857142857
136,408,"no","no",0,276.3,94,226,125,221.4,87,7.2,1,1,"True",2.93936170212766,1.808,2.5448275862069,7.2
162,510,"no","yes",46,224.9,97,188.2,84,254.6,61,12.1,2,0,"False",2.31855670103093,2.24047619047619,4.17377049180328,6.05
144,510,"yes","no",0,203.5,100,247.6,103,194.3,94,11.9,11,0,"False",2.035,2.40388349514563,2.06702127659574,1.08181818181818
52,510,"no","no",0,153.7,100,174.2,139,242.3,53,14.1,3,1,"False",1.537,1.25323741007194,4.57169811320755,4.7
128,408,"no","no",0,102.5,87,177.2,97,226,119,8.7,5,1,"False",1.17816091954023,1.82680412371134,1.89915966386555,1.74
14,415,"no","no",0,271.9,104,171.4,104,239.2,111,13.8,4,2,"True",2.61442307692308,1.64807692307692,2.15495495495495,3.45
170,415,"no","no",0,285.7,44,167.5,144,260,97,8.7,4,1,"True",6.49318181818182,1.16319444444444,2.68041237113402,2.175
80,408,"no","yes",36,190.3,115,256.6,78,214.9,145,3.8,4,1,"False",1.65478260869565,3.28974358974359,1.48206896551724,0.95
181,415,"yes","no",0,161.3,83,124.4,83,262,98,14.1,3,0,"True",1.9433734939759,1.49879518072289,2.6734693877551,4.7
104,510,"no","no",0,189.3,73,156.2,120,232.2,76,7.5,8,3,"False",2.59315068493151,1.30166666666667,3.05526315789474,0.9375
97,415,"no","yes",15,117.6,97,196.3,126,157.4,113,6.4,3,1,"False",1.21237113402062,1.55793650793651,1.3929203539823,2.13333333333333
173,408,"no","no",0,154.6,81,147.3,100,132.9,99,6.9,5,0,"False",1.90864197530864,1.473,1.34242424242424,1.38
182,415,"no","no",0,279.5,118,203.2,113,174.2,101,10.7,4,2,"True",2.36864406779661,1.79823008849558,1.72475247524752,2.675
130,510,"no","no",0,110,107,181.9,85,208,94,11.7,3,1,"False",1.02803738317757,2.14,2.21276595744681,3.9
85,408,"no","yes",30,173.1,107,247.2,101,158.7,104,11.5,5,1,"False",1.61775700934579,2.44752475247525,1.52596153846154,2.3
67,510,"no","no",0,152.5,131,252.4,107,185.4,104,4.9,3,2,"False",1.16412213740458,2.3588785046729,1.78269230769231,1.63333333333333
125,415,"no","no",0,190.2,107,209.2,75,102.1,136,14.2,5,4,"True",1.77757009345794,2.78933333333333,0.750735294117647,2.84
58,510,"no","no",0,131.9,96,167.6,107,205.9,106,14.7,5,3,"False",1.37395833333333,1.56635514018692,1.94245283018868,2.94
97,415,"no","no",0,197.8,122,208.2,147,106.3,115,15.1,4,1,"False",1.62131147540984,1.41632653061224,0.924347826086957,3.775
116,415,"yes","no",0,215.4,104,204.8,79,278.5,109,12.6,5,3,"False",2.07115384615385,2.59240506329114,2.55504587155963,2.52
95,510,"no","no",0,88,81,145.9,109,237.7,90,9.8,2,2,"False",1.08641975308642,1.33853211009174,2.64111111111111,4.9
166,510,"no","no",0,197.9,89,251,113,138.3,85,11.2,2,2,"False",2.22359550561798,2.2212389380531,1.62705882352941,5.6
132,415,"no","no",0,140.3,144,294.8,89,153.5,126,11.7,4,2,"False",0.974305555555556,3.3123595505618,1.21825396825397,2.925
82,415,"yes","yes",41,116.9,74,228.2,115,251.4,89,9.9,8,1,"False",1.57972972972973,1.98434782608696,2.8247191011236,1.2375
56,415,"no","no",0,225.9,52,242,69,144.5,68,11.7,3,0,"False",4.34423076923077,3.50724637681159,2.125,3.9
73,415,"no","no",0,241.7,115,168.5,133,169.8,122,11.1,2,2,"False",2.10173913043478,1.26691729323308,1.39180327868852,5.55
11,415,"no","no",0,136.6,111,80.6,78,201.7,77,9.9,4,0,"False",1.23063063063063,1.03333333333333,2.61948051948052,2.475
171,415,"no","no",0,231.2,135,188.7,74,206.9,124,12.3,1,1,"False",1.71259259259259,2.55,1.66854838709677,12.3
101,510,"no","no",0,195.8,105,184.5,109,172,128,11.8,2,2,"False",1.8647619047619,1.69266055045872,1.34375,5.9
117,415,"yes","no",0,287.4,118,259.6,84,153.2,86,10,3,1,"True",2.43559322033898,3.09047619047619,1.78139534883721,3.33333333333333
90,415,"no","no",0,272.2,75,122.9,96,252.6,100,9.2,2,0,"False",3.62933333333333,1.28020833333333,2.526,4.6
64,415,"no","yes",43,118.4,100,144.1,108,158.1,91,8.5,6,1,"False",1.184,1.33425925925926,1.73736263736264,1.41666666666667
120,415,"no","no",0,94.3,97,181.5,91,176.5,149,9.6,4,1,"False",0.972164948453608,1.99450549450549,1.18456375838926,2.4
119,408,"no","no",0,138.3,89,170.5,78,263.9,98,13.5,6,3,"False",1.55393258426966,2.18589743589744,2.69285714285714,2.25
103,415,"no","yes",37,230.7,112,319.4,116,299.4,77,7.9,3,2,"False",2.05982142857143,2.75344827586207,3.88831168831169,2.63333333333333
100,510,"yes","no",0,68.5,110,337.1,115,205.2,99,12.1,9,0,"False",0.622727272727273,2.93130434782609,2.07272727272727,1.34444444444444
150,510,"no","no",0,126,99,238.5,73,285.1,100,10.2,6,3,"False",1.27272727272727,3.26712328767123,2.851,1.7
109,415,"yes","no",0,166.5,101,268.4,119,126.2,112,10.2,3,3,"False",1.64851485148515,2.25546218487395,1.12678571428571,3.4
61,408,"no","no",0,267.1,104,180.4,131,230.6,106,17.3,4,1,"True",2.56826923076923,1.37709923664122,2.17547169811321,4.325
138,415,"no","no",0,133.9,87,166.4,110,193.5,139,15.4,3,1,"False",1.53908045977012,1.51272727272727,1.39208633093525,5.13333333333333
79,415,"no","yes",12,62.4,119,237.6,96,193.4,116,7.8,2,0,"False",0.52436974789916,2.475,1.66724137931034,3.9
110,510,"no","no",0,148.5,115,276.4,84,193.6,112,12.4,3,1,"False",1.29130434782609,3.29047619047619,1.72857142857143,4.13333333333333
105,510,"no","no",0,193.2,139,260.3,104,226.4,133,7.8,2,1,"False",1.38992805755396,2.50288461538462,1.70225563909774,3.9
169,408,"no","no",0,266.7,105,158.2,88,287.7,111,13.8,3,3,"True",2.54,1.79772727272727,2.59189189189189,4.6
70,510,"no","no",0,126.3,99,141.6,106,255.9,96,9.6,2,0,"False",1.27575757575758,1.33584905660377,2.665625,4.8
115,415,"no","no",0,132,90,197.5,75,175.8,114,0,0,3,"False",1.46666666666667,2.63333333333333,1.54210526315789,NA
120,415,"no","yes",31,153.5,83,219.1,96,237.4,76,11.4,4,0,"False",1.84939759036145,2.28229166666667,3.12368421052632,2.85
176,415,"no","yes",31,167,93,174.1,128,155,124,10.4,4,3,"False",1.79569892473118,1.36015625,1.25,2.6
83,415,"no","no",0,195,92,210.5,83,180.6,92,11,13,0,"False",2.1195652173913,2.53614457831325,1.96304347826087,0.846153846153846
102,415,"no","no",0,183.2,112,187.5,113,232.3,77,9.2,5,1,"True",1.63571428571429,1.65929203539823,3.01688311688312,1.84
105,415,"no","yes",40,236.5,111,117,110,221.1,115,8.1,3,2,"False",2.13063063063063,1.06363636363636,1.92260869565217,2.7
99,408,"no","no",0,54.8,92,173,103,195.1,125,7.5,3,1,"False",0.595652173913043,1.67961165048544,1.5608,2.5
123,510,"no","yes",23,245,88,265,105,239.7,108,14.9,3,2,"False",2.78409090909091,2.52380952380952,2.21944444444444,4.96666666666667
112,415,"no","yes",16,221.6,110,130.2,123,200,108,11.3,3,1,"False",2.01454545454545,1.05853658536585,1.85185185185185,3.76666666666667
73,415,"no","no",0,160.1,110,213.3,72,174.1,72,13,4,0,"False",1.45545454545455,2.9625,2.41805555555556,3.25
120,408,"no","no",0,215.7,75,244.4,105,211.2,91,11.4,5,2,"False",2.876,2.32761904761905,2.32087912087912,2.28
143,510,"no","yes",33,141.4,130,186.4,114,210,111,7.7,6,1,"False",1.08769230769231,1.63508771929825,1.89189189189189,1.28333333333333
43,408,"yes","no",0,160.5,92,235.8,121,111.8,95,13.8,5,1,"True",1.7445652173913,1.94876033057851,1.17684210526316,2.76
51,415,"no","yes",43,158.2,94,213.2,105,190.4,91,8.5,2,2,"False",1.68297872340426,2.03047619047619,2.09230769230769,4.25
45,415,"no","no",0,211.3,87,165.7,97,265.9,72,13.3,6,1,"False",2.42873563218391,1.70824742268041,3.69305555555556,2.21666666666667
170,408,"no","yes",22,173.6,66,142.2,83,156.5,93,5.2,3,1,"False",2.63030303030303,1.71325301204819,1.68279569892473,1.73333333333333
94,415,"no","no",0,137.5,118,203.2,88,150,131,13.4,2,0,"False",1.16525423728814,2.30909090909091,1.14503816793893,6.7
137,408,"yes","no",0,159.1,80,239.8,81,249,96,8.5,5,0,"False",1.98875,2.96049382716049,2.59375,1.7
110,415,"no","yes",37,227.9,80,101.9,141,188.1,110,5.1,6,0,"False",2.84875,0.722695035460993,1.71,0.85
169,408,"no","yes",22,149.1,103,207.2,91,265.4,92,11.4,7,2,"False",1.44757281553398,2.27692307692308,2.88478260869565,1.62857142857143
130,408,"no","no",0,68.4,86,193.3,110,171.5,139,10.4,4,0,"False",0.795348837209302,1.75727272727273,1.23381294964029,2.6
170,510,"yes","no",0,259.9,68,245,122,134.4,121,8.4,3,3,"False",3.82205882352941,2.00819672131148,1.11074380165289,2.8
102,415,"no","yes",31,125.3,92,141.2,108,168.2,68,6.3,2,3,"False",1.36195652173913,1.30740740740741,2.47352941176471,3.15
98,415,"no","no",0,221.2,80,213.6,104,291.8,89,11.9,3,4,"False",2.765,2.05384615384615,3.27865168539326,3.96666666666667
66,415,"no","no",0,145.6,105,250.9,82,156.6,102,12.2,7,1,"False",1.38666666666667,3.05975609756098,1.53529411764706,1.74285714285714
94,510,"no","no",0,163.5,136,143.7,111,253.4,82,12.6,5,1,"False",1.20220588235294,1.29459459459459,3.09024390243902,2.52
185,408,"no","yes",29,151.1,121,244.7,88,154.4,91,13.8,2,2,"False",1.24876033057851,2.78068181818182,1.6967032967033,6.9
163,415,"yes","no",0,197.2,90,188.5,113,211.1,94,7.8,8,1,"False",2.19111111111111,1.66814159292035,2.24574468085106,0.975
92,510,"no","no",0,183.7,103,270.6,97,132.9,104,11.2,2,0,"False",1.78349514563107,2.78969072164948,1.27788461538462,5.6
28,415,"no","no",0,168.2,87,161.7,92,192.4,112,10.1,3,3,"False",1.93333333333333,1.75760869565217,1.71785714285714,3.36666666666667
131,408,"no","no",0,136.8,84,179.4,81,235.2,151,5,3,2,"False",1.62857142857143,2.21481481481481,1.55761589403974,1.66666666666667
